S.No.,Category,Product Name,Description,Quantity,Original Price (MRP),Selling Price,Image URL
34,Fresh Vegetables,Fresh Durva Grass (Karuka Pullu),"Fresh Durva Grass (Karuka Pullu) for everyday cooking, dining, and household needs.",1 pack / 250g / 500g,,,https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&auto=format&fit=crop&q=80
35,Fresh Vegetables,Fresh Edamame Beans,"Fresh Edamame Beans for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1597362925123-77861d3fbac7?w=500&auto=format&fit=crop&q=80
36,Fresh Vegetables,Fresh English Cucumber (Vellarikka),"Fresh English Cucumber (Vellarikka) for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1604977042946-1eecc30f269e?w=500&auto=format&fit=crop&q=80
37,Fresh Vegetables,Fresh Flat Kale Leaves,"Fresh Flat Kale Leaves for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1556801712-76c8eb07bbc9?w=500&auto=format&fit=crop&q=80
38,Fresh Vegetables,Fresh French Beans,"Fresh French Beans for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1597362925123-77861d3fbac7?w=500&auto=format&fit=crop&q=80
39,Fresh Vegetables,Fresh Garlic (Veluthulli),"Fresh Garlic (Veluthulli) for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80
40,Fresh Vegetables,Fresh Garlic Chives,"Fresh Garlic Chives for everyday cooking, dining, and household needs.",10 g,,,https://images.unsplash.com/photo-1610832958506-aa56368176cf?w=500&auto=format&fit=crop&q=80
41,Fresh Vegetables,Fresh Ginger (Inji),"Fresh Ginger (Inji) for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1615485290382-441e4d049cb5?w=500&auto=format&fit=crop&q=80
42,Fresh Vegetables,Fresh Gongura Leaves,"Fresh Gongura Leaves for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500&auto=format&fit=crop&q=80
43,Fresh Vegetables,Fresh Green Brinjal,"Fresh Green Brinjal for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1615484477778-ca3b77940c25?w=500&auto=format&fit=crop&q=80
44,Fresh Vegetables,Fresh Green Capsicum (Capsicum),"Fresh Green Capsicum (Capsicum) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1563565375-f3fdfdbefa83?w=500&auto=format&fit=crop&q=80
45,Fresh Vegetables,Fresh Green Chilli (Pachamulaku),"Fresh Green Chilli (Pachamulaku) for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1588252303782-cb80119abd6d?w=500&auto=format&fit=crop&q=80
46,Fresh Vegetables,Fresh Green Cucumber (Vellarikka),"Fresh Green Cucumber (Vellarikka) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1604977042946-1eecc30f269e?w=500&auto=format&fit=crop&q=80
47,Fresh Vegetables,Fresh Green Peas (Pachapattani),"Fresh Green Peas (Pachapattani) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1587735243615-c03f25aaff15?w=500&auto=format&fit=crop&q=80
48,Fresh Vegetables,Fresh Green Zucchini,"Fresh Green Zucchini for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
49,Fresh Vegetables,Fresh Holy Tulsi,"Fresh Holy Tulsi for everyday cooking, dining, and household needs.",10 g,,,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?w=500&auto=format&fit=crop&q=80
50,Fresh Vegetables,Fresh Hybrid Tomato (Thakkali),"Fresh Hybrid Tomato (Thakkali) for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
51,Fresh Vegetables,Fresh Iceberg Lettuce,"Fresh Iceberg Lettuce for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1556801712-76c8eb07bbc9?w=500&auto=format&fit=crop&q=80
52,Fresh Vegetables,Fresh Italian Basil Leaves,"Fresh Italian Basil Leaves for everyday cooking, dining, and household needs.",50 g,,,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?w=500&auto=format&fit=crop&q=80
53,Fresh Vegetables,Fresh Ivy Gourd (Kovakka),"Fresh Ivy Gourd (Kovakka) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1597362925123-77861d3fbac7?w=500&auto=format&fit=crop&q=80
54,Fresh Vegetables,Fresh Kachri,"Fresh Kachri for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
55,Fresh Vegetables,Fresh Kaffir Lime Leaves,"Fresh Kaffir Lime Leaves for everyday cooking, dining, and household needs.",10 g,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
56,Fresh Vegetables,Fresh Kamal Kakdi (Thamara Valayam),"Fresh Kamal Kakdi (Thamara Valayam) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1590165482129-1b8b27698780?w=500&auto=format&fit=crop&q=80
57,Fresh Vegetables,Fresh Lady Finger (Vendakka),"Fresh Lady Finger (Vendakka) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1425543103986-22abb7d7e8d2?w=500&auto=format&fit=crop&q=80
58,Fresh Vegetables,Fresh Leek,"Fresh Leek for everyday cooking, dining, and household needs.",150 g,,,https://images.unsplash.com/photo-1610832958506-aa56368176cf?w=500&auto=format&fit=crop&q=80
59,Fresh Vegetables,Fresh Lemon,"Fresh Lemon for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
60,Fresh Vegetables,Fresh Lemongrass,"Fresh Lemongrass for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1540420773420-3366772f4999?w=500&auto=format&fit=crop&q=80
61,Fresh Vegetables,Fresh Lettuce Mix,"Fresh Lettuce Mix for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1556801712-76c8eb07bbc9?w=500&auto=format&fit=crop&q=80
62,Fresh Vegetables,Fresh Lotus Flower (Thaamara),"Fresh Lotus Flower (Thaamara) for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1508615039623-a25605d2b022?w=500&auto=format&fit=crop&q=80
63,Fresh Vegetables,Fresh Mango Leaves (Mavila),"Fresh Mango Leaves (Mavila) for everyday cooking, dining, and household needs.",10 pcs,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
64,Fresh Vegetables,Fresh Methi (Uluva Ila),"Fresh Methi (Uluva Ila) for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500&auto=format&fit=crop&q=80
65,Fresh Vegetables,Fresh Mint Leaves (Puthina),"Fresh Mint Leaves (Puthina) for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1628556270448-4d4e4148e1b1?w=500&auto=format&fit=crop&q=80
66,Fresh Vegetables,Fresh Neem Sticks,"Fresh Neem Sticks for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&auto=format&fit=crop&q=80
67,Fresh Vegetables,Fresh Onion (Savadha),"Fresh Onion (Savadha) for everyday cooking, dining, and household needs.",1 kg / 250g / 500g,,,https://images.unsplash.com/photo-1618512496248-a07fe83aa8cb?w=500&auto=format&fit=crop&q=80
68,Fresh Vegetables,Fresh Orange Carrot (Carrot),"Fresh Orange Carrot (Carrot) for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1447175008436-054170c2e979?w=500&auto=format&fit=crop&q=80
69,Fresh Vegetables,Fresh Parsley,"Fresh Parsley for everyday cooking, dining, and household needs.",25 g,,,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?w=500&auto=format&fit=crop&q=80
70,Fresh Vegetables,Fresh Peeled Garlic,"Fresh Peeled Garlic for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80
71,Fresh Vegetables,Fresh Poi Saag (Valli Cheera),"Fresh Poi Saag (Valli Cheera) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500&auto=format&fit=crop&q=80
72,Fresh Vegetables,Fresh Pointed Gourd (Parwal),"Fresh Pointed Gourd (Parwal) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1597362925123-77861d3fbac7?w=500&auto=format&fit=crop&q=80
73,Fresh Vegetables,Fresh Pooja Flower Mix,"Fresh Pooja Flower Mix for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&auto=format&fit=crop&q=80
74,Fresh Vegetables,Fresh Portion Pumpkin (Mathanga),"Fresh Portion Pumpkin (Mathanga) for everyday cooking, dining, and household needs.",300 g,,,https://images.unsplash.com/photo-1509198397868-475647b2a1e5?w=500&auto=format&fit=crop&q=80
75,Fresh Vegetables,Fresh Portobello Mushroom,"Fresh Portobello Mushroom for everyday cooking, dining, and household needs.",150 g,,,https://images.unsplash.com/photo-1504544750208-dc0358e63f7f?w=500&auto=format&fit=crop&q=80
76,Fresh Vegetables,Fresh Potato (Urulakkizhangu),"Fresh Potato (Urulakkizhangu) for everyday cooking, dining, and household needs.",1 kg / 250g / 500g,,,https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500&auto=format&fit=crop&q=80
77,Fresh Vegetables,Fresh Purple Sweet Potato,"Fresh Purple Sweet Potato for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1596386461350-326ccb383e9f?w=500&auto=format&fit=crop&q=80
78,Fresh Vegetables,Fresh Radish (Mullangi),"Fresh Radish (Mullangi) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1590165482129-1b8b27698780?w=500&auto=format&fit=crop&q=80
79,Fresh Vegetables,Fresh Raw Banana (Pacha Kaya),"Fresh Raw Banana (Pacha Kaya) for everyday cooking, dining, and household needs.",3 pcs,,,https://images.unsplash.com/photo-1528825871115-3581a5387919?w=500&auto=format&fit=crop&q=80
80,Fresh Vegetables,Fresh Raw Mango (Pacha Manga),"Fresh Raw Mango (Pacha Manga) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
81,Fresh Vegetables,Fresh Raw Papaya (Pacha Omakka),"Fresh Raw Papaya (Pacha Omakka) for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
82,Fresh Vegetables,Fresh Red Amaranth Leaves,"Fresh Red Amaranth Leaves for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500&auto=format&fit=crop&q=80
83,Fresh Vegetables,Fresh Red Bell Pepper,"Fresh Red Bell Pepper for everyday cooking, dining, and household needs.",125 g,,,https://images.unsplash.com/photo-1526470608268-f674ce90ebd4?w=500&auto=format&fit=crop&q=80
84,Fresh Vegetables,Fresh Red Cabbage,"Fresh Red Cabbage for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1594282486552-05b4d80fbb9f?w=500&auto=format&fit=crop&q=80
85,Fresh Vegetables,Fresh Red Potato (Urulakkizhangu),"Fresh Red Potato (Urulakkizhangu) for everyday cooking, dining, and household needs.",1 kg / 250g / 500g,,,https://images.unsplash.com/photo-1590165482129-1b8b27698780?w=500&auto=format&fit=crop&q=80
86,Fresh Vegetables,Fresh Ridge Gourd (Peechinga),"Fresh Ridge Gourd (Peechinga) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1597362925123-77861d3fbac7?w=500&auto=format&fit=crop&q=80
87,Fresh Vegetables,Fresh Romaine Lettuce,"Fresh Romaine Lettuce for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1556801712-76c8eb07bbc9?w=500&auto=format&fit=crop&q=80
88,Fresh Vegetables,Fresh Rose Petals,"Fresh Rose Petals for everyday cooking, dining, and household needs.",50 g,,,https://images.unsplash.com/photo-1518895949257-7621c3c786d7?w=500&auto=format&fit=crop&q=80
89,Fresh Vegetables,Fresh Rosemary,"Fresh Rosemary for everyday cooking, dining, and household needs.",10 g,,,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?w=500&auto=format&fit=crop&q=80
90,Fresh Vegetables,Fresh Round Gourd (Tinda),"Fresh Round Gourd (Tinda) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1597362925123-77861d3fbac7?w=500&auto=format&fit=crop&q=80
91,Fresh Vegetables,Fresh Sarson Saag,"Fresh Sarson Saag for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500&auto=format&fit=crop&q=80
92,Fresh Vegetables,Fresh Seventhi Flowers (Chrysanthemum),"Fresh Seventhi Flowers (Chrysanthemum) for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&auto=format&fit=crop&q=80
93,Fresh Vegetables,Fresh Shiitake Mushroom,"Fresh Shiitake Mushroom for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1504544750208-dc0358e63f7f?w=500&auto=format&fit=crop&q=80
94,Fresh Vegetables,Fresh Small Purple Brinjal,"Fresh Small Purple Brinjal for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1615484477778-ca3b77940c25?w=500&auto=format&fit=crop&q=80
95,Fresh Vegetables,Fresh Snake Gourd,"Fresh Snake Gourd for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1597362925123-77861d3fbac7?w=500&auto=format&fit=crop&q=80
96,Fresh Vegetables,Fresh Snow Peas,"Fresh Snow Peas for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1587735243615-c03f25aaff15?w=500&auto=format&fit=crop&q=80
97,Fresh Vegetables,Fresh Spinach (Palak Cheera),"Fresh Spinach (Palak Cheera) for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500&auto=format&fit=crop&q=80
98,Fresh Vegetables,Fresh Sponge Gourd (Peechinga),"Fresh Sponge Gourd (Peechinga) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1597362925123-77861d3fbac7?w=500&auto=format&fit=crop&q=80
99,Fresh Vegetables,Fresh Spring Onion (Ullithandu),"Fresh Spring Onion (Ullithandu) for everyday cooking, dining, and household needs.",150 g,,,https://images.unsplash.com/photo-1610832958506-aa56368176cf?w=500&auto=format&fit=crop&q=80
100,Fresh Vegetables,Fresh Sweet Potato (Madhurakkizhangu),"Fresh Sweet Potato (Madhurakkizhangu) for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1596386461350-326ccb383e9f?w=500&auto=format&fit=crop&q=80
101,Fresh Vegetables,Fresh Thai Sweet Basil Leaves,"Fresh Thai Sweet Basil Leaves for everyday cooking, dining, and household needs.",25 g,,,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?w=500&auto=format&fit=crop&q=80
102,Fresh Vegetables,Fresh Thyme,"Fresh Thyme for everyday cooking, dining, and household needs.",10 g,,,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?w=500&auto=format&fit=crop&q=80
103,Fresh Vegetables,Fresh White Jasmine Flowers (Mulla),"Fresh White Jasmine Flowers (Mulla) for everyday cooking, dining, and household needs.",50 g,,,https://images.unsplash.com/photo-1606041008023-472dfb5e530f?w=500&auto=format&fit=crop&q=80
104,Fresh Vegetables,Fresh Yam (Chena),"Fresh Yam (Chena) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1596386461350-326ccb383e9f?w=500&auto=format&fit=crop&q=80
105,Fresh Vegetables,Fresh Yellow Bell Pepper,"Fresh Yellow Bell Pepper for everyday cooking, dining, and household needs.",125 g,,,https://images.unsplash.com/photo-1596547609652-9cf5d8d76921?w=500&auto=format&fit=crop&q=80
106,Fresh Vegetables,Fresh Yellow Marigold Flowers,"Fresh Yellow Marigold Flowers for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1597848212624-a19eb35e2651?w=500&auto=format&fit=crop&q=80
107,Fresh Vegetables,Fresh Yellow Zucchini,"Fresh Yellow Zucchini for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
108,Fresh Vegetables,Freshly Cut Chopped Bhindi (Lady Finger),"Freshly Cut Chopped Bhindi (Lady Finger) for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1425543103986-22abb7d7e8d2?w=500&auto=format&fit=crop&q=80
109,Fresh Vegetables,Freshly Cut Chopped Lauki (Bottle Gourd),"Freshly Cut Chopped Lauki (Bottle Gourd) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1597362925123-77861d3fbac7?w=500&auto=format&fit=crop&q=80
110,Fresh Vegetables,Freshly Cut Cut Mix Veg Stir Fry,"Freshly Cut Cut Mix Veg Stir Fry for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?w=500&auto=format&fit=crop&q=80
111,Fresh Vegetables,Freshly Cut Cut Sambhar Mix Veg,"Freshly Cut Cut Sambhar Mix Veg for everyday cooking, dining, and household needs.",300 g,,,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?w=500&auto=format&fit=crop&q=80
112,Fresh Vegetables,Freshly Cut Peeled Matar (Fresh Green Peas),"Freshly Cut Peeled Matar (Fresh Green Peas) for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1587735243615-c03f25aaff15?w=500&auto=format&fit=crop&q=80
113,Fresh Vegetables,Freshly Cut Peeled Pumpkin Cubes,"Freshly Cut Peeled Pumpkin Cubes for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1509198397868-475647b2a1e5?w=500&auto=format&fit=crop&q=80
114,Fresh Vegetables,Hydroponic Arugula (Rucola),"Hydroponic Arugula (Rucola) for everyday cooking, dining, and household needs.",50 g,,,https://images.unsplash.com/photo-1556801712-76c8eb07bbc9?w=500&auto=format&fit=crop&q=80
115,Fresh Vegetables,Hydroponic Baby Rocket Leaves,"Hydroponic Baby Rocket Leaves for everyday cooking, dining, and household needs.",50 g,,,https://images.unsplash.com/photo-1556801712-76c8eb07bbc9?w=500&auto=format&fit=crop&q=80
116,Fresh Vegetables,Hydroponic Butterhead Lettuce,"Hydroponic Butterhead Lettuce for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1556801712-76c8eb07bbc9?w=500&auto=format&fit=crop&q=80
117,Fresh Vegetables,Hydroponic Cherry Tomatoes,"Hydroponic Cherry Tomatoes for everyday cooking, dining, and household needs.",150 g,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
118,Fresh Vegetables,Hydroponic Cucumber,"Hydroponic Cucumber for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1604977042946-1eecc30f269e?w=500&auto=format&fit=crop&q=80
119,Fresh Vegetables,Hydroponic Italian Basil,"Hydroponic Italian Basil for everyday cooking, dining, and household needs.",30 g,,,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?w=500&auto=format&fit=crop&q=80
120,Fresh Vegetables,Hydroponic Kale Leaves,"Hydroponic Kale Leaves for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1556801712-76c8eb07bbc9?w=500&auto=format&fit=crop&q=80
