S.No.,Category,Product Name,Description,Quantity,Original Price (MRP),Selling Price,Image URL
14,"Rice, Atta & Flours",Aashirvaad Select Premium Sharbati Atta,"Aashirvaad Select Premium Sharbati Atta for everyday cooking, dining, and household needs.",5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
15,"Rice, Atta & Flours",Aashirvaad Sugar Release Control Atta,"Aashirvaad Sugar Release Control Atta for everyday cooking, dining, and household needs.",5 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
16,"Rice, Atta & Flours",Aashirvaad Superior MP Whole Wheat Atta,"Aashirvaad Superior MP Whole Wheat Atta for everyday cooking, dining, and household needs.",10 kg / 1 kg / 5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
17,"Rice, Atta & Flours",Amma's Mini Idli/Dosa Batter,"Amma's Mini Idli/Dosa Batter for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
18,"Rice, Atta & Flours",Amma's Multi Millet Batter,"Amma's Multi Millet Batter for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
19,"Rice, Atta & Flours",Amma's Special Dosa & Idli Batter,"Amma's Special Dosa & Idli Batter for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
20,"Rice, Atta & Flours",Bambino Non-Roasted Vermicelli,"Bambino Non-Roasted Vermicelli for everyday cooking, dining, and household needs.",400 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
21,"Rice, Atta & Flours",Bambino Roasted Vermicelli,"Bambino Roasted Vermicelli for everyday cooking, dining, and household needs.",850 g / 400 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
22,"Rice, Atta & Flours",BB Royal Bansi Rava,"BB Royal Bansi Rava for everyday cooking, dining, and household needs.",1 kg / 500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
23,"Rice, Atta & Flours",BB Royal Gobindobhog Rice,"BB Royal Gobindobhog Rice for everyday cooking, dining, and household needs.",1 kg / 500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
24,"Rice, Atta & Flours",BB Royal Idli Rava,"BB Royal Idli Rava for everyday cooking, dining, and household needs.",1 kg / 500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
25,"Rice, Atta & Flours",BB Royal Idli Rice,"BB Royal Idli Rice for everyday cooking, dining, and household needs.",10 kg / 5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
26,"Rice, Atta & Flours",BB Royal Jasmine Rice,"BB Royal Jasmine Rice for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
27,"Rice, Atta & Flours",BB Royal Kolam Rice,"BB Royal Kolam Rice for everyday cooking, dining, and household needs.",5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
28,"Rice, Atta & Flours",BB Royal Matta Rice,"BB Royal Matta Rice for everyday cooking, dining, and household needs.",5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
29,"Rice, Atta & Flours",BB Royal Medium Sabudana,"BB Royal Medium Sabudana for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
30,"Rice, Atta & Flours",BB Royal Ponni Boiled Rice,"BB Royal Ponni Boiled Rice for everyday cooking, dining, and household needs.",10 kg / 5 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
31,"Rice, Atta & Flours",BB Royal Puff Rice (Pori),"BB Royal Puff Rice (Pori) for everyday cooking, dining, and household needs.",500 g / 250 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
32,"Rice, Atta & Flours",BB Royal Raw Ponni Rice,"BB Royal Raw Ponni Rice for everyday cooking, dining, and household needs.",5 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
33,"Rice, Atta & Flours",BB Royal Rice Rava,"BB Royal Rice Rava for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
34,"Rice, Atta & Flours",BB Royal Rice Vermicelli (Semiya),"BB Royal Rice Vermicelli (Semiya) for everyday cooking, dining, and household needs.",400 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
35,"Rice, Atta & Flours",BB Royal Sabudana (Chowari),"BB Royal Sabudana (Chowari) for everyday cooking, dining, and household needs.",1 kg / 500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
36,"Rice, Atta & Flours",BB Royal Sona Masoori Rice,"BB Royal Sona Masoori Rice for everyday cooking, dining, and household needs.",10 kg / 5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
37,"Rice, Atta & Flours",BB Royal Thick Poha,"BB Royal Thick Poha for everyday cooking, dining, and household needs.",1 kg / 500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
38,"Rice, Atta & Flours",BB Royal Thin Poha,"BB Royal Thin Poha for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
39,"Rice, Atta & Flours",BB Royal Wada Kolam Rice,"BB Royal Wada Kolam Rice for everyday cooking, dining, and household needs.",5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
40,"Rice, Atta & Flours",Country Delight Fresh Idli Dosa Batter,"Country Delight Fresh Idli Dosa Batter for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
41,"Rice, Atta & Flours",Daawat Biryani Basmati Rice,"Daawat Biryani Basmati Rice for everyday cooking, dining, and household needs.",5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
42,"Rice, Atta & Flours",Daawat Brown Basmati Rice,"Daawat Brown Basmati Rice for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
43,"Rice, Atta & Flours",Daawat Rozana Gold Basmati Rice,"Daawat Rozana Gold Basmati Rice for everyday cooking, dining, and household needs.",5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
44,"Rice, Atta & Flours",Daawat Super Basmati Rice,"Daawat Super Basmati Rice for everyday cooking, dining, and household needs.",5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
45,"Rice, Atta & Flours",Elanadu Fresh Idly & Dosa Batter,"Elanadu Fresh Idly & Dosa Batter for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
46,"Rice, Atta & Flours",Family Pack Idli Dosa Batter,"Family Pack Idli Dosa Batter for everyday cooking, dining, and household needs.",2 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
47,"Rice, Atta & Flours",Fingerlix Dosa Batter,"Fingerlix Dosa Batter for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
48,"Rice, Atta & Flours",Fortune Besan,"Fortune Besan for everyday cooking, dining, and household needs.",1 kg / 500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
49,"Rice, Atta & Flours",Fortune Chakki Fresh Atta,"Fortune Chakki Fresh Atta for everyday cooking, dining, and household needs.",10 kg / 5 kg / 1 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
50,"Rice, Atta & Flours",Fortune Everyday Basmati Rice,"Fortune Everyday Basmati Rice for everyday cooking, dining, and household needs.",5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
51,"Rice, Atta & Flours",Fortune Maida,"Fortune Maida for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
52,"Rice, Atta & Flours",Fortune Sooji,"Fortune Sooji for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
53,"Rice, Atta & Flours",Fortune Special Biryani Basmati Rice,"Fortune Special Biryani Basmati Rice for everyday cooking, dining, and household needs.",5 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
54,"Rice, Atta & Flours",Fortune Thick Poha,"Fortune Thick Poha for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
55,"Rice, Atta & Flours",iD Malabar Parota,"iD Malabar Parota for everyday cooking, dining, and household needs.",Pack of 5,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
56,"Rice, Atta & Flours",iD Sprouted Moong Batter,"iD Sprouted Moong Batter for everyday cooking, dining, and household needs.",350 g,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
57,"Rice, Atta & Flours",iD Wheat Parota,"iD Wheat Parota for everyday cooking, dining, and household needs.",Pack of 5,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
58,"Rice, Atta & Flours",iD Whole Wheat Lachha Paratha,"iD Whole Wheat Lachha Paratha for everyday cooking, dining, and household needs.",Pack of 4,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
59,"Rice, Atta & Flours",Idli & Dosa Batter,"Idli & Dosa Batter for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
60,"Rice, Atta & Flours",Idli & Dosa Batter Jumbo,"Idli & Dosa Batter Jumbo for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
61,"Rice, Atta & Flours",India Gate Basmati Rice Classic,"India Gate Basmati Rice Classic for everyday cooking, dining, and household needs.",5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
62,"Rice, Atta & Flours",India Gate Basmati Rice Dubar,"India Gate Basmati Rice Dubar for everyday cooking, dining, and household needs.",5 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
63,"Rice, Atta & Flours",India Gate Basmati Rice Feast Rozzana,"India Gate Basmati Rice Feast Rozzana for everyday cooking, dining, and household needs.",5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
64,"Rice, Atta & Flours",India Gate Basmati Rice Super,"India Gate Basmati Rice Super for everyday cooking, dining, and household needs.",5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
65,"Rice, Atta & Flours",India Gate Basmati Rice Tibar,"India Gate Basmati Rice Tibar for everyday cooking, dining, and household needs.",5 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
66,"Rice, Atta & Flours",Kohinoor Charminar Everyday Basmati Rice,"Kohinoor Charminar Everyday Basmati Rice for everyday cooking, dining, and household needs.",5 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
67,"Rice, Atta & Flours",Kohinoor Super Silver Basmati Rice,"Kohinoor Super Silver Basmati Rice for everyday cooking, dining, and household needs.",5 kg / 1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
68,"Rice, Atta & Flours",Manna Health Mix,"Manna Health Mix for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
69,"Rice, Atta & Flours",Manna Ragi Flour,"Manna Ragi Flour for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
70,"Rice, Atta & Flours",MTR Breakfast Vermicelli (Semiya),"MTR Breakfast Vermicelli (Semiya) for everyday cooking, dining, and household needs.",1 kg / 400 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
71,"Rice, Atta & Flours",Nature Fresh Sampoorna Chakki Atta,"Nature Fresh Sampoorna Chakki Atta for everyday cooking, dining, and household needs.",10 kg / 5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
72,"Rice, Atta & Flours",Organic Tattva Brown Basmati Rice,"Organic Tattva Brown Basmati Rice for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
73,"Rice, Atta & Flours",Organic Tattva Whole Wheat Atta,"Organic Tattva Whole Wheat Atta for everyday cooking, dining, and household needs.",5 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
74,"Rice, Atta & Flours",Patanjali Whole Wheat Atta,"Patanjali Whole Wheat Atta for everyday cooking, dining, and household needs.",10 kg / 5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
75,"Rice, Atta & Flours",Pillsbury Chakki Fresh Atta,"Pillsbury Chakki Fresh Atta for everyday cooking, dining, and household needs.",10 kg / 5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
76,"Rice, Atta & Flours",Quaker Whole Oats,"Quaker Whole Oats for everyday cooking, dining, and household needs.",1 kg / 1.5 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
77,"Rice, Atta & Flours",Ragi Millet Idly & Dosa Batter,"Ragi Millet Idly & Dosa Batter for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
78,"Rice, Atta & Flours",Rajdhani Besan,"Rajdhani Besan for everyday cooking, dining, and household needs.",1 kg / 500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
79,"Rice, Atta & Flours",Rajdhani Maida,"Rajdhani Maida for everyday cooking, dining, and household needs.",1 kg / 500 g,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
80,"Rice, Atta & Flours",Rajdhani Sooji (Rava),"Rajdhani Sooji (Rava) for everyday cooking, dining, and household needs.",1 kg / 500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
81,"Rice, Atta & Flours",Rishta Fresh & Tasty Idli Batter,"Rishta Fresh & Tasty Idli Batter for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
82,"Rice, Atta & Flours",Rishta Multigrain Specialty Batter,"Rishta Multigrain Specialty Batter for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
83,"Rice, Atta & Flours",Rishta Standard Idli Dosa Batter,"Rishta Standard Idli Dosa Batter for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
84,"Rice, Atta & Flours",Saffola Oats,"Saffola Oats for everyday cooking, dining, and household needs.",1 kg / 500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
85,"Rice, Atta & Flours",Slurrp Farm Foxtail Millet Dosa Mix,"Slurrp Farm Foxtail Millet Dosa Mix for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
86,"Rice, Atta & Flours",Slurrp Farm Oats Powder,"Slurrp Farm Oats Powder for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
87,"Rice, Atta & Flours",Tata Sampann Besan,"Tata Sampann Besan for everyday cooking, dining, and household needs.",1 kg / 500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
88,"Rice, Atta & Flours",Tata Sampann High Fiber Poha,"Tata Sampann High Fiber Poha for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
89,"Rice, Atta & Flours",True Elements Raw Quinoa,"True Elements Raw Quinoa for everyday cooking, dining, and household needs.",1 kg / 500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
90,"Rice, Atta & Flours",True Elements Rolled Oats,"True Elements Rolled Oats for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
91,"Rice, Atta & Flours",True Elements Whole Steel Cut Oats,"True Elements Whole Steel Cut Oats for everyday cooking, dining, and household needs.",1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
92,"Rice, Atta & Flours",Urban Platter Kuttu Atta,"Urban Platter Kuttu Atta for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
93,"Rice, Atta & Flours",Urban Platter Singhada Atta,"Urban Platter Singhada Atta for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
