S.No.,Category,Product Name,Description,Quantity,Original Price (MRP),Selling Price,Image URL
43,"Rice, Atta & Flours",Ragi Puttu Podi,"Coarsely milled finger millet flour blended for steaming mineral-rich, traditional dark ragi puttu.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
44,"Rice, Atta & Flours",Appam Podi,"Finely ground white rice flour processed to facilitate natural yeast fermentation for soft, spongy Kerala vellayappam and kallappam.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
45,"Rice, Atta & Flours",Idiyappam Podi,"Specially processed extra-fine steamed rice flour ensuring pliable dough that presses effortlessly into delicate, non-sticky string hoppers, also known as noolappam.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
46,"Rice, Atta & Flours",Pathiri Podi,"Ultra-fine, silky pre-roasted white rice flour engineered specifically for rolling paper-thin, tender traditional Malabar rice pathiris.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
47,"Rice, Atta & Flours",Roasted Rice Flour,"Uniformly dry-roasted fine white rice flour, locally known as Varutha Ari Podi; essential foundation for Kerala snacks including kozhukkatta, ila ada, unniyappam, and murukku.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
48,"Rice, Atta & Flours",Raw Rice Flour,"Pure unroasted finely milled white rice flour, locally known as Ari Podi; multi-purpose household ingredient for daily batters, snack coatings, and thickeners.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
49,"Rice, Atta & Flours",Fine Rice Flour,"Silky smooth sifted rice flour suited for light crisp snacks, bakery products, and traditional confectionery.",500 g,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
50,"Rice, Atta & Flours",Red Rice Flour,Nutrient-dense flour milled from unpolished Kerala red matta rice; rich in bran fiber and minerals for rotis and porridge.,1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
51,"Rice, Atta & Flours",Palada Rice Flakes,"Crisp dried white rice flakes, known as Ada bits; traditional base ingredient simmered in thickened milk and sugar to make authentic Kerala Palada Payasam.",500 g,,,
52,"Rice, Atta & Flours",Avalose Podi Mix,"Iconic traditional Kerala snack mix crafted from dry-roasted coarse rice flour, grated coconut, cumin seeds, and jaggery.",500 g,,,
53,"Rice, Atta & Flours",Whole Wheat Atta,100% whole grain wheat flour ground to standard commercial fineness; universal grocery staple for daily soft chapatis and rotis.,5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
54,"Rice, Atta & Flours",Chakki Fresh Atta,"Stone-ground whole wheat atta that retains the natural wheat germ and bran; yields exceptionally soft, wholesome rotis.",5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
55,"Rice, Atta & Flours",Sharbati Whole Wheat Atta,"Whole wheat flour ground exclusively from golden Sharbati wheat grains of Madhya Pradesh; produces naturally sweet, extra pliable flatbreads.",5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
56,"Rice, Atta & Flours",Multigrain Atta,"Nutritious flour blend combining whole wheat with soya, oats, chana dal, maize, and psyllium husk for boosted dietary fiber.",5 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
57,"Rice, Atta & Flours",Diabetic Care Wheat Atta,"High-fiber specialized wheat flour blended with legumes, fenugreek, and barley to ensure slower carbohydrate digestion.",5 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
58,"Rice, Atta & Flours",Whole Wheat Grains,"Cleaned whole wheat kernels, locally known as Gothambu Mani; purchased by Kerala households for custom milling at local chakki flour mills.",5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
59,"Rice, Atta & Flours",Broken Wheat,"Cracked whole wheat grain pieces, locally known as Nurukku Gothambu; widely cooked in Kerala homes for breakfast upma, porridge, and festive Gothambu Payasam.",1 kg,,,
60,"Rice, Atta & Flours",Roasted Wheat Flour,"Dry-roasted whole wheat flour, locally known as Varutha Gothambu Podi; used to make wholesome evening snacks, halwas, and instant breakfast porridge.",1 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
61,"Rice, Atta & Flours",Wheat Bran,Pure dietary wheat husk fiber separated during milling; added to doughs and baked goods to elevate daily dietary fiber.,500 g,,,
62,"Rice, Atta & Flours",Maida,"Fine refined wheat flour; essential commercial and household ingredient for Kerala layered parotta, bakery snacks, cakes, and bhaturas.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
63,"Rice, Atta & Flours",Sooji Rava,"Granulated purified wheat semolina, also known as Bombay Rava; the fundamental ingredient for traditional Kerala breakfast upma, kesari halwa, and rava dosa.",1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
64,"Rice, Atta & Flours",Fine Rava,"Very fine semolina granules milled from durum wheat, also known as Chiroti Rava; ideal for making delicate crisp snacks, puris, and smooth halwas.",500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
65,"Rice, Atta & Flours",Roasted Rava,"Pre-roasted golden wheat semolina, known as Varutha Rava; saves cooking time and ensures non-sticky, fluffy upma and quick evening tiffin.",1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
66,"Rice, Atta & Flours",Wheat Rava,"Cracked red samba durum wheat semolina; highly favored in Kerala for healthy, high-fiber breakfast upma and porridge.",1 kg,,,
67,"Rice, Atta & Flours",Rice Rava,"Coarse granulated broken rice semolina, locally known as Ari Rava; traditional alternative used for making instant rice idlis, savory upma, and gruels.",1 kg,,,
68,"Rice, Atta & Flours",Idli Rava,"Pre-treated parboiled cream of rice granules; mixed with urad dal batter to yield airy, spongy South Indian idlis.",1 kg,,,
69,"Rice, Atta & Flours",Bansi Rava,"Coarse brownish semolina extracted from hard indigenous durum wheat; makes rich, wholesome upma with distinct texture.",1 kg,,,
70,"Rice, Atta & Flours",Whole Ragi,"Whole red finger millet grains, locally known as Koovaragu; rich in natural calcium and iron, traditionally soaked and milled at home for porridge.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
71,"Rice, Atta & Flours",Ragi Flour,"Pure stone-ground finger millet flour; widely consumed across Kerala for morning ragi kurukku porridge, dosas, and rotis.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
72,"Rice, Atta & Flours",Sprouted Ragi Flour,"Flour ground from germinated finger millet grains; enhanced bioavailability of iron and digestive enzymes, standard weaning nutrition for infants.",500 g,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
73,"Rice, Atta & Flours",Whole Jowar,"Whole white sorghum grain, known as Cholam; gluten-free cereal cooked as a rice substitute or popped for wholesome snacking.",1 kg,,,
74,"Rice, Atta & Flours",Jowar Flour,Gluten-free flour stone-ground from white sorghum; popular for preparing soft flatbreads and porridge.,1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
75,"Rice, Atta & Flours",Whole Bajra,"Small greyish pearl millet grains, known in South India as Kambu; hearty cereal rich in magnesium and plant protein, used for traditional porridge.",1 kg,,,
76,"Rice, Atta & Flours",Bajra Flour,Traditional pearl millet flour; used to prepare wholesome rustic flatbreads and nutritious porridge.,1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
77,"Rice, Atta & Flours",Foxtail Millet,"Small yellow grain millet, locally known as Thinai; rich in dietary fiber and vitamin B12; traditional South Indian alternative for rice and upma.",500 g,,,
78,"Rice, Atta & Flours",Little Millet,Small nutritious grain known in Kerala as Chama; fast-cooking traditional fasting staple and table rice replacement.,500 g,,,
79,"Rice, Atta & Flours",Kodo Millet,"Hardy ancient grain, locally known as Varagu; high in fiber and polyphenols; popular health grain cooked like rice or made into khichdi.",500 g,,,
80,"Rice, Atta & Flours",Barnyard Millet,"Light and digestible ancient grain, known as Kuthiraivali; lowest carbohydrate content among cereals; popular for upma, porridge, and breakfast tiffin.",500 g,,,
81,"Rice, Atta & Flours",Multimillet Flour,"Balanced composite flour blending ragi, jowar, bajra, and foxtail millets with wheat for enhanced daily nutritional intake.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
82,"Rice, Atta & Flours",Gluten-Free Multi-Millet Atta,100% wheat-free composite grain flour crafted from ancient millets for individuals seeking gluten-free flatbread alternatives.,1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
83,"Rice, Atta & Flours",Barley Grains,Pearled whole barley grains; boiled in Kerala households to prepare refreshing barley water for hydration.,500 g,,,
84,"Rice, Atta & Flours",Barley Flour,"Finely milled barley grain flour; added to morning porridge, health drinks, and bread doughs for soluble fiber.",500 g,,,
85,"Rice, Atta & Flours",Besan,"Finely ground flour made from pure dehulled chana dal, locally called Kadala Podi; indispensable pantry staple for Kerala onion pakodas, bajjis, and sweets.",1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
86,"Rice, Atta & Flours",Roasted Gram Flour,"Finely powdered roasted Bengal gram, locally known as Pottukadala Podi; used in Kerala confectionery, chutney thickening, and instant beverages.",500 g,,,
87,"Rice, Atta & Flours",Corn Flour,"Ultra-fine white refined corn starch; widely used as a culinary thickening agent in soups, gravies, puddings, and crispy fry coatings.",500 g,,,
88,"Rice, Atta & Flours",Cornmeal,"Coarsely ground yellow maize flour, also known as Makki Atta; used for traditional flatbreads, gluten-free coatings, and savory porridge.",500 g,,,
89,"Rice, Atta & Flours",Tapioca Starch,"Pure starch extracted from Kerala cassava roots, locally known as Maracheeni Podi; essential traditional thickener and gluten-free baking base for regional snacks.",500 g,,,
90,"Rice, Atta & Flours",Arrowroot Powder,"Authentic indigenous starch ground from Maranta arundinacea rhizomes, locally known as Koova Podi; traditionally cooked into soothing Koova Payasam and puddings.",250 g,,,
91,"Rice, Atta & Flours",Traditional Health Mix Powder,"Wholesome roasted blend of whole cereals, pulses, and nuts, locally known as Sathumavu; traditional Kerala porridge premix providing balanced daily nourishment.",500 g,,,
92,"Rice, Atta & Flours",Soyabean Flour,Defatted high-protein soy flour added to chapati atta and bakery batters to enhance dietary protein content.,500 g,,,
93,"Rice, Atta & Flours",Rice Bran,"Stabilized nutrient-rich edible rice bran, locally called Ari Thavidu; packed with natural antioxidants and dietary fiber for porridge and baking.",500 g,,,
94,"Rice, Atta & Flours",Sago Pearls,"Pure tapioca starch pearls, locally called Chowari or Sabudana; widely stocked in Kerala grocery shops for festive payasam, puddings, and fasting gruels.",500 g,,,
95,"Rice, Atta & Flours",Nylon Sago Pearls,Tiny uniform translucent tapioca pearls that cook rapidly into silky sweet Kerala payasams and desserts.,500 g,,,
96,"Rice, Atta & Flours",Red Rice Aval,"Thick flattened flakes of parboiled Kerala red rice, locally known as Chuvanna Aval; rich in iron and fiber, essential for Aval Nanachathu with grated coconut and jaggery.",500 g,,,
97,"Rice, Atta & Flours",White Rice Aval,"Traditional flattened white rice flakes, locally called Vella Aval; popular across Kerala for quick savory breakfast upma, evening snacks, and poha chivda.",500 g,,,
98,"Rice, Atta & Flours",Thin Rice Aval,"Delicate paper-thin white rice flakes, known as Nylon Aval; softens instantly in sweetened milk or coconut water without cooking for quick tea-time snacks.",500 g,,,
99,"Rice, Atta & Flours",Malar,Puffed unhusked whole paddy rice grains; traditional Kerala temple offering and nostalgic evening snack eaten with banana and jaggery.,250 g,,,
100,"Rice, Atta & Flours",Puffed Rice,"Light, airy crisp puffed rice grains, locally known as Pori; popular tea-time snack ingredient in Kerala, eaten plain or mixed with spicy mixture and peanuts.",250 g,,,
101,"Rice, Atta & Flours",Rice Vermicelli,"Extruded pure white rice noodle strands, known as Sevai; soaked or steamed to make instant breakfast idiyappam tiffin or sweet payasam.",400 g,,,
102,"Rice, Atta & Flours",Roasted Vermicelli,"Crispy pre-roasted golden wheat vermicelli strands, known as Varutha Semiya; classic base for rapid preparation of traditional Kerala Semiya Payasam.",400 g,,,
103,"Rice, Atta & Flours",Unroasted Vermicelli,Pure durum wheat vermicelli strands suited for custom dry-roasting and cooking savory vegetable upma or sweet dessert.,400 g,,,
104,"Rice, Atta & Flours",Ragi Vermicelli,Extruded noodles made from whole finger millet flour; popular healthy alternative for preparing iron-rich breakfast upma.,400 g,,,
105,"Rice, Atta & Flours",Rolled Oats,"100% whole grain rolled oat flakes; widely consumed in Kerala homes as a healthy, fiber-rich morning porridge cooked in milk or water.",1 kg,,,
106,"Rice, Atta & Flours",Instant Oats,Finely rolled quick-cooking oat flakes; convenient 3-minute wholesome breakfast porridge for busy mornings.,1 kg,,,
107,"Rice, Atta & Flours",Oats Flour,"Finely milled whole oat grain powder; easily blended into daily dosa batters, chapatis, and smoothies for heart-healthy soluble fiber.",500 g,,,
108,"Rice, Atta & Flours",Wheat Flakes,"Flattened whole wheat flakes, locally called Gothambu Aval; breakfast cereal alternative cooked with warm milk or tossed in snack mixes.",500 g,,,
109,"Rice, Atta & Flours",Ragi Flakes,"Steam-flattened finger millet flakes, locally called Ragi Aval; crunchy cereal base for quick soaking or healthy tiffin.",500 g,,,
