S.No.,Category,Product Name,Description,Quantity,Original Price (MRP),Selling Price,Image URL
50,"Rice, Atta & Flours",Red Rice Flour (Matta Rice Flour),"Nutrient-dense flour milled from unpolished Kerala red matta rice; rich in bran fiber and essential minerals for healthy rotis and porridge.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
51,"Rice, Atta & Flours",Palada Rice Flakes (Dry Ada Bits),"Crisp dried white rice flakes; traditional base ingredient simmered in thickened milk and sugar to make authentic Kerala Palada Payasam.",500 g,,,
52,"Rice, Atta & Flours",Avalose Podi Mix,"Iconic traditional Kerala snack mix crafted from dry-roasted coarse rice flour, grated coconut, cumin seeds, and jaggery.",500 g,,,
53,"Rice, Atta & Flours",Whole Wheat Atta,"100% whole grain wheat flour ground to standard commercial fineness; universal grocery staple for daily soft chapatis and rotis.",5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
54,"Rice, Atta & Flours",Chakki Fresh Atta,"Stone-ground whole wheat atta that retains the natural wheat germ and bran; yields exceptionally soft, wholesome rotis.",5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
55,"Rice, Atta & Flours",Sharbati Whole Wheat Atta,"Premium whole wheat flour ground exclusively from golden Sharbati wheat grains of Madhya Pradesh; produces naturally sweet, extra pliable flatbreads.",5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
56,"Rice, Atta & Flours",Multigrain Atta,"Nutritious flour blend combining whole wheat with soya, oats, chana dal, maize, and psyllium husk for boosted dietary fiber.",5 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
57,"Rice, Atta & Flours",Diabetic Care Wheat Atta (Low GI),"High-fiber specialized wheat flour blended with legumes, fenugreek, and barley to ensure slower carbohydrate digestion.",5 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
58,"Rice, Atta & Flours",Whole Wheat Grains (Gothambu Mani),"Cleaned, premium whole wheat kernels purchased by Kerala households for custom milling at local chakki flour mills.",5 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
59,"Rice, Atta & Flours",Broken Wheat / Daliya (Nurukku Gothambu),"Cracked whole wheat grain pieces; widely cooked in Kerala homes for healthy breakfast upma, porridge, and festive Gothambu Payasam.",1 kg,,,
60,"Rice, Atta & Flours",Roasted Wheat Flour (Varutha Gothambu Podi),"Dry-roasted whole wheat flour used to make wholesome evening snacks, halwas, and instant breakfast porridge.",1 kg,,,https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?auto=format&fit=crop&w=600&q=80
61,"Rice, Atta & Flours",Wheat Bran (Gothambu Thavidu),"Pure dietary wheat husk fiber separated during milling; added to doughs and baked goods to elevate daily dietary fiber.",500 g,,,
62,"Rice, Atta & Flours",Maida (Refined Wheat Flour),"Fine refined wheat flour; essential commercial and household ingredient for Kerala layered parotta, bakery snacks, cakes, and bhaturas.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
63,"Rice, Atta & Flours",Sooji Rava (Bombay Rava),"Granulated purified wheat semolina; the fundamental ingredient for traditional Kerala breakfast upma, kesari halwa, and rava dosa.",1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
64,"Rice, Atta & Flours",Fine Rava (Chiroti Rava),"Very fine semolina granules milled from durum wheat; ideal for making delicate crisp snacks, puris, and smooth halwas.",500 g,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
65,"Rice, Atta & Flours",Roasted Rava (Varutha Rava),"Pre-roasted golden wheat semolina that saves cooking time and ensures non-sticky, fluffy upma and quick evening tiffin.",1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
66,"Rice, Atta & Flours",Wheat Rava / Samba Wheat Rava,"Cracked red samba durum wheat semolina; highly favored in Kerala for healthy, high-fiber, low-glycemic breakfast upma and porridge.",1 kg,,,
67,"Rice, Atta & Flours",Rice Rava (Ari Rava),"Coarse granulated broken rice semolina; traditional alternative used for making instant rice idlis, savory upma, and gruels.",1 kg,,,
68,"Rice, Atta & Flours",Idli Rava,"Pre-treated parboiled cream of rice granules; mixed with urad dal batter to yield airy, spongy South Indian idlis.",1 kg,,,
69,"Rice, Atta & Flours",Bansi Rava,"Coarse brownish semolina extracted from hard indigenous durum wheat; makes rich, wholesome upma with distinct texture.",1 kg,,,
70,"Rice, Atta & Flours",Ragi Whole (Finger Millet / Koovaragu),"Whole red finger millet grains; rich in natural calcium and iron, traditionally soaked and milled at home for infant food and porridge.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
71,"Rice, Atta & Flours",Ragi Flour (Finger Millet Flour),"Pure stone-ground finger millet flour; widely consumed across Kerala for healthy morning ragi kurukku porridge, dosas, and rotis.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
72,"Rice, Atta & Flours",Sprouted Ragi Flour,"Flour ground from germinated finger millet grains; enhanced bioavailability of iron and digestive enzymes, standard weaning nutrition for infants.",500 g,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
73,"Rice, Atta & Flours",Jowar Whole (Sorghum / Cholam),"Whole white sorghum grain; ancient gluten-free cereal cooked as a rice substitute or popped for wholesome snacking.",1 kg,,,
74,"Rice, Atta & Flours",Jowar Flour (Sorghum Flour),"Gluten-free flour stone-ground from white sorghum; popular for preparing soft diabetic-friendly rotis and porridge.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
75,"Rice, Atta & Flours",Bajra Whole (Pearl Millet / Kambu),"Small greyish pearl millet grains; hearty winter cereal rich in magnesium and plant protein, used for cooling kambu koozh.",1 kg,,,
76,"Rice, Atta & Flours",Bajra Flour (Pearl Millet Flour),"Traditional pearl millet flour; used to prepare wholesome rustic flatbreads and nutritious porridge.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
77,"Rice, Atta & Flours",Foxtail Millet (Thinai),"Small yellow grain millet rich in dietary fiber and vitamin B12; traditional South Indian alternative for rice and upma.",500 g,,,
78,"Rice, Atta & Flours",Little Millet (Chama),"Small nutritious grain known in Kerala as Chama; fast-cooking traditional fasting staple and healthy table rice replacement.",500 g,,,
79,"Rice, Atta & Flours",Kodo Millet (Varagu),"Hardy ancient grain high in lecithin and polyphenols; popular health grain cooked like rice or made into khichdi.",500 g,,,
80,"Rice, Atta & Flours",Barnyard Millet (Kuthiraivali),"Light and digestible ancient grain with low carbohydrate content; popular for upma, porridge, and breakfast tiffin.",500 g,,,
81,"Rice, Atta & Flours",Multimillet Flour,"Balanced composite flour blending ragi, jowar, bajra, and foxtail millets with wheat for enhanced daily nutritional intake.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
82,"Rice, Atta & Flours",Gluten-Free Multi-Millet Atta,"100% wheat-free composite grain flour crafted from ancient millets for individuals seeking gluten-free flatbread alternatives.",1 kg,,,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80
83,"Rice, Atta & Flours",Barley Grains (Barley Ari),"Pearled whole barley grains; boiled in Kerala households to prepare cooling barley water for hydration and kidney health.",500 g,,,
84,"Rice, Atta & Flours",Barley Flour,"Finely milled barley grain flour; added to morning porridge, health drinks, and bread doughs for soluble beta-glucan fiber.",500 g,,,
85,"Rice, Atta & Flours",Besan (Bengal Gram Flour / Kadala Podi),"Finely ground flour made from pure dehulled chana dal; indispensable pantry staple for Kerala onion pakodas, bajjis, and sweets.",1 kg,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=600&q=80
86,"Rice, Atta & Flours",Roasted Gram Flour (Pottukadala Podi / Sattu),"Finely powdered roasted Bengal gram; used in Kerala confectionery, chutney thickening, and instant energy beverages.",500 g,,,
87,"Rice, Atta & Flours",Corn Flour (Maize Starch),"Ultra-fine white refined corn starch; widely used as a culinary thickening agent in soups, gravies, puddings, and crispy fry batters.",500 g,,,
88,"Rice, Atta & Flours",Dry Cornmeal / Makki Atta,"Coarsely ground yellow maize flour; used for traditional flatbreads, gluten-free coatings, and savory porridge.",500 g,,,
89,"Rice, Atta & Flours",Tapioca Flour / Starch (Maracheeni Podi),"Pure starch extracted from Kerala cassava roots; essential traditional thickener and gluten-free baking base for authentic regional snacks.",500 g,,,
90,"Rice, Atta & Flours",Arrowroot Powder (Koova Podi),"Authentic indigenous starch ground from Maranta arundinacea rhizomes; renowned in Kerala traditional home remedies for soothing gut digestion and cooking Koova Payasam.",250 g,,,
91,"Rice, Atta & Flours",Traditional Health Mix Powder (Nava Dhanya Podi / Sathumavu),"Wholesome roasted blend of whole cereals, pulses, and nuts; traditional Kerala porridge premix providing balanced daily energy.",500 g,,,
92,"Rice, Atta & Flours",Soyabean Flour,"Defatted high-protein soy flour added to chapati atta and bakery batters to enhance dietary protein content.",500 g,,,
93,"Rice, Atta & Flours",Rice Bran (Ari Thavidu),"Stabilized nutrient-rich edible rice bran; packed with natural antioxidants, fiber, and B-vitamins for wellness porridge and baking.",500 g,,,
94,"Rice, Atta & Flours",Sago / Tapioca Pearls (Chowari / Sabudana),"Pure tapioca starch pearls; widely stocked in Kerala grocery shops for festive payasam, puddings, and digestive fasting gruels.",500 g,,,
95,"Rice, Atta & Flours",Nylon Sabudana (Small Pearl Chowari),"Tiny uniform translucent tapioca pearls that cook rapidly into silky sweet Kerala payasams and desserts.",500 g,,,
96,"Rice, Atta & Flours",Red Rice Aval (Chuvanna Aval / Red Poha),"Thick flattened flakes of parboiled Kerala red rice; rich in iron and dietary fiber, essential for Aval Nanachathu with fresh grated coconut and jaggery.",500 g,,,
97,"Rice, Atta & Flours",White Rice Aval (Thick Vella Aval / Thick Poha),"Traditional flattened white rice flakes; popular across Kerala for quick savory breakfast upma, evening snacks, and poha chivda.",500 g,,,
98,"Rice, Atta & Flours",Thin Rice Aval (Nylon Aval / Thin Poha),"Delicate paper-thin white rice flakes; softens instantly in sweetened milk or coconut water without cooking for instant evening tea snacks.",500 g,,,
99,"Rice, Atta & Flours",Malar (Puffed Paddy / Popped Rice),"Puffed unhusked whole paddy rice grains; traditional Kerala temple offering and nostalgic evening snack eaten with banana and jaggery.",250 g,,,
100,"Rice, Atta & Flours",Puffed Rice (Pori / Murmura),"Light, airy crisp puffed rice grains; popular tea-time snack ingredient in Kerala, eaten plain or mixed with spicy mixture and roasted peanuts.",250 g,,,
101,"Rice, Atta & Flours",Rice Vermicelli (Sevai / Idiyappam Semiya),"Extruded pure white rice noodle strands; soaked or steamed to make instant breakfast sevai, idiyappam tiffin, or sweet payasam.",400 g,,,
102,"Rice, Atta & Flours",Roasted Vermicelli (Varutha Semiya),"Crispy pre-roasted golden wheat vermicelli strands; classic base for rapid preparation of traditional Kerala Semiya Payasam.",400 g,,,
103,"Rice, Atta & Flours",Unroasted Vermicelli (Semiya),"Pure durum wheat vermicelli strands suited for custom dry-roasting and cooking savory vegetable upma or sweet dessert.",400 g,,,
104,"Rice, Atta & Flours",Ragi Vermicelli (Ragi Semiya),"Extruded noodles made from whole finger millet flour; popular healthy alternative for preparing iron-rich breakfast upma.",400 g,,,
105,"Rice, Atta & Flours",Rolled Oats,"100% whole grain rolled oat flakes; widely consumed in Kerala homes as a healthy, fiber-rich morning porridge cooked in milk or water.",1 kg,,,
106,"Rice, Atta & Flours",Instant Oats,"Finely rolled quick-cooking oat flakes; convenient 3-minute wholesome breakfast porridge for busy mornings.",1 kg,,,
107,"Rice, Atta & Flours",Oats Flour (Oats Powder),"Finely milled whole oat grain powder; easily blended into daily dosa batters, chapatis, and smoothies for heart-healthy beta-glucan fiber.",500 g,,,
108,"Rice, Atta & Flours",Wheat Flakes (Gothambu Aval),"Flattened whole wheat flakes; nutritious high-fiber breakfast cereal alternative cooked with warm milk or tossed in snack mixes.",500 g,,,
109,"Rice, Atta & Flours",Ragi Flakes (Ragi Aval),"Steam-flattened finger millet flakes; crunchy and calcium-packed cereal base for quick soaking or healthy tiffin.",500 g,,,
